"bf","between 1000 palms and palm springs"
"bf","between 17 th and 18 th streets cayucos"
"bf","between 19 th and 25 th avenue entries to golden gate park"
"bf","between 19 th avenue crossover and 25 th avenue"
"bf","between 23 and 27 west garden green"
"bf","between 395 and vista"
"bf","between 5 and 6"
"bf","between 8 th and 9 th ave south side of rr tracks"
"bf","between 80 th and 81 st avenue"
"bf","between 96 th and 106 streets"
"bf","between abbott's lagoon and elk reserve"
"bf","between abbott's lagoon and kehoe beach"
"bf","between alviso and milpitas"
"bf","between atlantic avenue and marina village dr"
"bf","between ave a and b"
"bf","between ave v and el tejon rd"
"bf","between ave v and el tejon road"
"bf","between ballona creek and culver blvd."
"bf","between balona creek and culver blvd."
"bf","between barrett jct. and barrett dam"
"bf","between barstow and san bernardino"
"bf","between bear valley and bolinas"
"bf","between belle and white tank campground"
"bf","between bigpine and deepsprings on hwy 395."
"bf","between bolinas and olema"
"bf","between borrego springs and yaqui pass"
"bf","between brawley and callapatria"
"bf","between brawley and calpatria in a swamp in the alamo river"
"bf","between broadway offramp and 3 rd street"
"bf","between cabrillo and balboa"
"bf","between california 78 and oriflame mountains"
"bf","between camarillo library and boys and girls club in pkg lot"
"bf","between cardiff and del mar"
"bf","between carlsbad and oceanside coast"
"bf","between carmel and monterey"
"bf","between carmel valley village robles del rio and tassahara hot springs"
"bf","between carrizo plain and caliente range"
"bf","between carrizo plain and la brea"
"bf","between cas and tennis courts"
"bf","between cathedral city and palm springs"
"bf","between cerro alto mtn and cuesta botanical area"
"bf","between chambliss and goffs"
"bf","between chatsworth pk and san fernando"
"bf","between china beach and baker beach"
"bf","between cloverdale and boonville"
"bf","between colusa and butes"
"bf","between convict lake rd. and mammoth"
"bf","between covina and pomona"
"bf","between crescent city and oregon border (see remarks)"
"bf","between crissy field and ggnra presidio"
"bf","between cuyama river and hwy 33"
"bf","between deadman's gulch and mescal gulch"
"bf","between del amo and carson"
"bf","between del amo and carson 4535 pasadena ave"
"bf","between delmonte avenue and the monterey bay"
"bf","between delta road and sunset road."
"bf","between descanso and cuyama"
"bf","between desert hot springs and indio"
"bf","between drake and castle streets"
"bf","between edison and keene"
"bf","between el cajon and lakeside"
"bf","between escondido and fallbrook."
"bf","between eureka and arcata"
"bf","between fairmont and neenach"
"bf","between fallbrook and bonsall"
"bf","between fillmore and santa paula"
"bf","between fort baker and fort barry"
"bf","between fort funston and thornton state beach"
"bf","between franklin point and gazos creek."
"bf","between fraser and pinos"
"bf","between gazos creek and franklin point."
"bf","between glacier pt and ranger station"
"bf","between gorda and nacimiento r"
"bf","between grantline and n flynn rds"
"bf","between grapevine and fort tejnon"
"bf","between greenbrae and schuetzen peak"
"bf","between hawthorn st. and monterey rd."
"bf","between hollister inn and airport drive"
"bf","between hwy 101 and silver creek road"
"bf","between i 15 and route 18"
"bf","between imperial hwy and raymond ave."
"bf","between indian and mono creeks"
"bf","between indio and cathedral"
"bf","between inyo creek and mcgee creek"
"bf","between johnson oyster farm and tomales bay"
"bf","between julian and cuyamaca"
"bf","between kenyon ave. and o'shaughnessey blvd."
"bf","between kirkham and ortega streets"
"bf","between la habra and fullerton"
"bf","between lake and cal 94 on otay lake rd"
"bf","between lake henshaw and s 2 (w jct with s 22)."
"bf","between lake henshaw and s 2 (w junc with s 22)."
"bf","between lake henshaw and s 2 (w junct w/ s 22)."
"bf","between lake henshaw and s 2 (w junct with s 22)"
"bf","between lake henshaw and s 2 (w of junc w/ s 22)."
"bf","between lighthouse and inverness park"
"bf","between los angeles and palm desert"
"bf","between los pinetos and gibraltar dam"
"bf","between lower and upper shake pub. camp."
"bf","between maricopa and taft"
"bf","between martin meadow and kit carson"
"bf","between mcgill camp and summit"
"bf","between mcgonigle canyon and la jolla valley"
"bf","between mcmullin and helm"
"bf","between merced and yosemite valley"
"bf","between mojave and willow springs"
"bf","between montgomery portrero and pine corral"
"bf","between mt. spring and jacumba"
"bf","between nevada city and grass valley"
"bf","between newport jetty and balboa pier"
"bf","between niland and blythe"
"bf","between noriega and ortega streets"
"bf","between ocean and 8 th on the west side"
"bf","between ocean and bay."
"bf","between p.r.b.o. house and sewer gulch"
"bf","between palm desert and idyllwild"
"bf","between palmdale and adelante"
"bf","between palo verde and ripley"
"bf","between palos verdes dr and silver spur dr in palos verdes estates"
"bf","between panoche and paicines"
"bf","between petaluma and napa"
"bf","between pismo and avila"
"bf","between pit river and hat creek"
"bf","between point mugu and hueneme"
"bf","between pt purisima and lompoc landing"
"bf","between pt vicente and long point"
"bf","between r.r. and monterey rd"
"bf","between ramona and ballena"
"bf","between ramona and ballena valley"
"bf","between ramona and san pasqual"
"bf","between reald and balboa blvd."
"bf","between redwood creek and hoopa"
"bf","between riverside ave. and wildrose ave."
"bf","between s. orange blvd. and sefton ave."
"bf","between santa cruz and davenport."
"bf","between santa cruz and los gatos"
"bf","between santa cruz island and coast"
"bf","between santa cruz island and the coast"
"bf","between santa paula and ojai"
"bf","between santa rosa and cotati"
"bf","between sky forest and running springs"
"bf","between skyforest and running springs"
"bf","between snelling and hickman"
"bf","between spring and top of s grade"
"bf","between summerland and montecito"
"bf","between sunkist and rio vista"
"bf","between symmas and shepherd creeks"
"bf","between symmes and shepherd creeks"
"bf","between temecula and winchester"
"bf","between the ocean and slough"
"bf","between thornton state beach and mussel rock"
"bf","between turner's camp and paradise lake"
"bf","between university avenue and embarcadero road."
"bf","between upper and lower covington cyn"
"bf","between upper and lower otay reservoirs"
"bf","between us 395 and vista"
"bf","between uvas and calero reservoirs (county parks)"
"bf","between vallecito and carrizo"
"bf","between vallecito stagecoach sta. and agua caliente park"
"bf","between valley center and escondido"
"bf","between valley center and escondido on s 6"
"bf","between vallicitos and carrizo"
"bf","between vermont and figueroa"
"bf","between vernal and nevada falls"
"bf","between victorville and lucerne"
"bf","between wasco and lost hills"
"bf","between williams and willow on hwy 99"
"bf","between willow springs and mojave"
"bf","between winterhaven and yuma"
"bf","between woodsford and fredericksburg"
"bf","from 13 th street bridge downstream to old 35 th street crossing 3.5-4.5 km up from ocean"
"bf","from i-15 freeway bridge downstream to beach"
"bf","from winter creek to camp stortevant"
"e",".15 mi from"
"e",".25 mi"
"e",".25 mi from"
"e",".25 mi off"
"e",".3 mi above"
"e",".4 mi above"
"e",".5 mi above"
"e",".5 mi from"
"e",".5 mi off"
"e",".5 mi out"
"e",".75 mi above"
"e","+800 feet"
"e","0.2 miles"
"e","0.5 mi"
"e","0.5 mi below"
"e","0.5 mi off"
"e","0.7 mi up"
"e","000 ft"
"e","000 ft contour)"
"e","1 mi"
"e","1 mi from"
"e","1 mi of"
"e","1 mi off"
"e","1 mi out"
"e","1 mile"
"e","1 mile below"
"e","1.3 mi e"
"e","1.5 mi inland"
"e","1.5 mi mark"
"e","1.5 mi off"
"e","1.5 miles peariand"
"e","1.6 mi up"
"e","1.7 mi"
"e","1/2 mile from"
"e","1/2 mis"
"e","10 mi"
"e","10 mi above"
"e","10 mi arcata"
"e","10 mi from"
"e","10 mi nof"
"e","10 mi out"
"e","10 mi up"
"e","10.4 mi"
"e","10.5 mi"
"e","100 fathoms"
"e","100 feet"
"e","100 ft"
"e","1000 ft"
"e","10000 ft"
"e","1025 m"
"e","10600 ft"
"e","11.5 mi s)"
"e","1100 ft"
"e","11000 ft"
"e","12 m from"
"e","12 mi from"
"e","12 mi off"
"e","12.7 mi"
"e","1200 ft"
"e","1200 ft el"
"e","1250 m"
"e","1300 ft"
"e","1350 ft"
"e","1360 ft elevation"
"e","14 mi"
"e","1400 ft"
"e","1400 m"
"e","15 miles offshore"
"e","150 m"
"e","1500 ft"
"e","1500 m"
"e","155 ft"
"e","1550 m"
"e","16 mi"
"e","1600 ft"
"e","1600 m"
"e","1650 ft el"
"e","17 mi drive"
"e","17 mile drive"
"e","1700 ft el"
"e","1700 m"
"e","1750 m"
"e","1800 ft"
"e","1800 m"
"e","1860 ft"
"e","2 m"
"e","2 mi"
"e","2 mi back"
"e","2 mi below"
"e","2 mi from"
"e","2 mi of"
"e","2 mi off"
"e","2 mi on"
"e","2 mi up"
"e","2 mi upstream"
"e","2 miles above"
"e","2.5 mi"
"e","2.8 mi off"
"e","2.9 mi"
"e","20 ft"
"e","20 mi from"
"e","20 miles"
"e","20.8 mi 3"
"e","-200 ft"
"e","2000 ft"
"e","-205 ft"
"e","21 mi house"
"e","2100 ft"
"e","2100 m"
"e","2140 ft"
"e","2140 m"
"e","2150 m"
"e","2151 m"
"e","2190 m"
"e","2200 ft"
"e","2200 m"
"e","-23 m"
"e","230 m"
"e","25 mi above"
"e","250 m"
"e","2500 ft"
"e","2600 m"
"e","2650 ft"
"e","2700 ft"
"e","2700 ft el"
"e","280 m"
"e","2800 m"
"e","2900 ft"
"e","3 mi"
"e","3 mi above"
"e","3 mi below"
"e","3 mi beyond"
"e","3 mi down"
"e","3 mi from"
"e","3 mi inland"
"e","3 mi of"
"e","3 mi off"
"e","3 mi up"
"e","3 mi upstream"
"e","3 mile beach"
"e","3 miles"
"e","3 miles above"
"e","3 miles below"
"e","3 miles from"
"e","3 miles mojave"
"e","3 miles off"
"e","3 miles up"
"e","3.1 mi"
"e","3.2 -4.2 mi"
"e","3.2 mi"
"e","3.4 mi escondido"
"e","3.5 mi above"
"e","3.5 mi down"
"e","3.6 mi up"
"e","3/8 mi"
"e","30 ft"
"e","30 miles from"
"e","300 ft"
"e","300 yds"
"e","3000 ft"
"e","3000 ft el"
"e","3100 ft"
"e","317 ft"
"e","320 ft"
"e","3200 ft el"
"e","3250 ft"
"e","33 miles"
"e","3440 ft"
"e","350 ft"
"e","350 ft above"
"e","3500 ft"
"e","3500 ft alt"
"e","3600 ft el"
"e","3800 ft"
"e","3880 ft el"
"e","3955 ft"
"e","4 mi above"
"e","4 mi below"
"e","4 mi from"
"e","4 mi off"
"e","4 mi up"
"e","4.0 mi"
"e","4.2 mi off"
"e","4.3 mi inland"
"e","4.3 miles inland"
"e","4.5 miles from"
"e","40 ft"
"e","400 ft"
"e","4000 ft"
"e","4000 ft el"
"e","4100 ft"
"e","4200 ft"
"e","4300 ft"
"e","4400 ft"
"e","4520 ft"
"e","4670 ft"
"e","4700 ft"
"e","4800 feet"
"e","4800 ft"
"e","4900 ft"
"e","5 mi"
"e","5 mi above"
"e","5 mi below"
"e","5 mi from"
"e","5 mi nof"
"e","5 mi of"
"e","5 mi off"
"e","5 mi offshore"
"e","5.2 mi"
"e","500 feet"
"e","500 ft"
"e","500 ft above"
"e","500 ft elevation"
"e","5000 ft"
"e","5100 ft"
"e","5200 ft"
"e","5300 ft"
"e","5400 ft"
"e","5500 ft"
"e","5600 ft"
"e","5700 ft"
"e","580 meters elevation"
"e","5800 ft"
"e","5830 ft"
"e","6 mi"
"e","6 mi above"
"e","6 mi below"
"e","6 mi from"
"e","6 mi nww"
"e","6 miles from"
"e","6.2 mi up"
"e","6.4 mi above"
"e","6.5 mi above"
"e","600 ft"
"e","600 ft el"
"e","600 m"
"e","6000 ft"
"e","6300 ft"
"e","6375 ft"
"e","638 feet"
"e","6400 ft"
"e","6490 ft"
"e","650 m"
"e","6500 ft"
"e","6600 ft"
"e","6650 ft"
"e","6800 ft"
"e","7 mi below"
"e","7 mi from"
"e","7.2 mi off"
"e","7.8 mi"
"e","70 m"
"e","700 ft"
"e","700 m"
"e","7000 ft"
"e","7070 ft"
"e","7200 ft"
"e","7382 ft"
"e","7400 ft"
"e","7500 ft"
"e","7800 ft"
"e","7901 ft elevation"
"e","8 mi"
"e","8 mi above"
"e","8 mi aw"
"e","8 mi from"
"e","8 mi gilroy"
"e","8 mile marker"
"e","8 miles"
"e","8.5 mi from"
"e","80 m"
"e","800 ft"
"e","8000 ft"
"e","8000 ft elev"
"e","8200 ft"
"e","8400 ft"
"e","850 m"
"e","8500 ft"
"e","8600 ft"
"e","8900 ft"
"e","9000 ft"
"e","9800 ft"
"e","99 ft"
"e","9940 ft"
"e","about 3000 ft"
"e","alt 20 ft"
"e","altitude 7500 ft"
"e","approx 200 yds"
"e","approx 6700 ft"
"e","ca 1175 ft"
"e","ca 1700 ft"
"e","ca 2400 ft"
"e","ca 25 ft"
"e","ca 250 ft"
"e","ca 2600 ft"
"e","ca 2896 m"
"e","ca 3700 ft"
"e","ca 5700 ft"
"e","ca 600 ft"
"e","ca 6400 ft"
"e","ca 6500 ft"
"e","california 4200 ft"
"e","east 1 mi"
"e","el 1200 m"
"e","el 4520 ft"
"e","elev -100 ft"
"e","elev 11500 ft"
"e","elev 12700 ft"
"e","elev -130 ft"
"e","elev 13000 ft"
"e","elev 13100 ft"
"e","elev 1500 ft"
"e","elev 1560 m"
"e","elev 1650 ft"
"e","elev 1750 meters"
"e","elev 2000 m"
"e","elev 2250 ft"
"e","elev 250 ft"
"e","elev 2700 ft"
"e","elev 2850 ft"
"e","elev 300 ft"
"e","elev 3000 ft"
"e","elev 3400 ft"
"e","elev 355 m"
"e","elev 3700 ft"
"e","elev 3750 ft"
"e","elev 400 ft"
"e","elev 4300 ft"
"e","elev 4500 ft"
"e","elev 4800 ft"
"e","elev 4900 ft"
"e","elev 5350 ft"
"e","elev 5500 ft"
"e","elev 5700 ft"
"e","elev 5800 ft"
"e","elev 600 ft"
"e","elev 6000 ft"
"e","elev 6500 ft"
"e","elev 7300 ft"
"e","elev 75 feet"
"e","elev 7600 ft"
"e","elev 8000 ft"
"e","elev 900 m"
"e","elev 9350 ft"
"e","elev 99 feet"
"e","elevation 200 feet"
"e","elevation 200 meters"
"e","elevation 300 meters"
"e","elevation 4000 feet"
"e","elevation 500 feet"
"e","elevation 5500 ft"
"e","elevation 5800 feet"
"e","elevation 7000 ft"
"e","elevation 8000 feet"
"e","elevation 8700 ft"
"e","elevation 99 feet"
"e","foot"
"e","mi 11"
"e","mi 11.5"
"e","mi 20.5"
"e","mi 30.5"
"e","mi 8.5"
"e","mi s"
"e","ne 6 km"
"e","nw 4 mi"
"e","sw 11 mi"
"f","a few hundred yards from san dieguito lagoon."
"f","a few mi n boulder creek"
"f","a market"
"f","a mountain near ojai valley"
"f","a street"
"f","a. street filmore"
"f","a.m."
"f","a.o.r."
"f","a?o nuevo point"
"f","a?o nuevo point."
"f","a?o nuevo state reserve."
"f","a-11"
"f","a-6"
"f","a-8"
"f","abalone cove"
"f","abalone point beach"
"f","abalone point."
"f","abbott's lagoon"
"f","aberdeen on hwy 395"
"f","aberhill"
"f","abladena"
"f","abondoned ranch site"
"f","about"
"f","about 100-150 yards north tunitas creek"
"f","above"
"f","academy"
"f","acalanes"
"f","ace motel"
"f","acme"
"f","across from camp las pulgas n 3321 05.8"
"f","across from historic square"
"f","across from mono adobe"
"f","across from palm springs"
"f","across from wattis entrance"
"f","across valley from palm springs"
"f","acton"
"f","acturas"
"f","a-d cans"
"f","adams"
"f","adams and redondo blvd."
"f","adams canyon"
"f","adam's canyon"
"f","adams creek"
"f","adams pasture"
"f","a-dcans"
"f","adelaida"
"f","adelaide ave"
"f","adelaide dr"
"f","adelante"
"f","adelanto"
"f","adelanto and kramer junction"
"f","adelonto"
"f","adin"
"f","adjacent to mildred lake"
"f","adjacent to the intersection of avenue p and the interstate highway"
"f","adm. wm. standley st. park"
"f","administration"
"f","administration bldg"
"f","adobe canyon"
"f","adobe creek"
"f","adobe falls"
"f","adobe falls near la mesa"
"f","adobe kites"
"f","adobe valley"
"f","adobe valley river springs"
"f","aerial tram"
"f","aerial tramway rd"
"f","aerie cave"
"f","afton"
"f","afton canyon"
"f","afton canyon camprground"
"f","afton rd"
"f","agate beach"
"f","ager"
"f","agnanga"
"f","agnew"
"f","agnew meadows"
"f","agnews"
"f","agodones dunes"
"f","agoura"
"f","agoura and chesbro canyon"
"f","agoura hills"
"f","agoura hills high school"
"f","agua bulee can."
"f","agua caliente"
"f","agua caliente co. park"
"f","agua caliente county park"
"f","agua caliente hot spring"
"f","agua caliente hot springs"
"f","agua caliente hot springs county park"
"f","agua caliente hot springs road"
"f","agua caliente road"
"f","agua caliente spring"
"f","agua caliente springs"
"f","agua dulce"
"f","agua dulce cnyn. cutoff"
"f","agua dulce cyn"
"f","agua hedionda"
"f","agua hedionda lagoon"
"f","agua hedionda valley"
"f","agua tibia mt."
"f","aguanga"
"f","aguanga ridge"
"f","agusa"
"f","ahaheim"
"f","ahittier"
"f","ahmanson ranch"
"f","air base"
"f","air force base"
"f","airfield nbvc"
"f","airplane flat on mansen ranch"
"f","airplane hill"
"f","airport"
"f","airport hotel"
"f","airport road"
"f","airport way"
"f","airway village"
"f","akerson meadows"
"f","al jake marsh"
"f","al tahoe"
"f","aladdin dr and lincoln ave."
"f","alahambra"
"f","alameda"
"f","alameda canon"
"f","alameda canyon"
"f","alameda co"
"f","alameda co."
"f","alameda county"
"f","alameda county fairgrounds"
"f","alameda county marsh"
"f","alameda creek"
"f","alameda diablo street."
"f","alameda junction"
"f","alameda marsh"
"f","alameda marshes"
"f","alameda naval air station"
"f","alameda naval air station- least tern colony"
"f","alameda naval air station."
"f","alameda padre serra"
"f","alamedamole"
"f","alamitas"
"f","alamitos"
"f","alamitos bay"
"f","alamitos beach"
"f","alamitos creek"
"f","alamitos heights"
"f","alamo"
"f","alamo cr"
"f","alamo creek"
"f","alamo mountain"
"f","alamo mt"
"f","alamo mts"
"f","alamo r"
"f","alamo river"
"f","alamo street."
"f","alamorio"
"f","alascadero road to highway 1"
"f","alasta dr."
"f","alasta st."
"f","alavada marsh"
"f","albany"
"f","albany flats"
"f","albany regional shoreline"
"f","albany shore"
"f","alberhill"
"f","albim"
"f","albion"
"f","albion ridge"
"f","albion river and marsh creek"
"f","albury and harco st."
"f","alcalde"
"f","alcatras"
"f","alcatraz is"
"f","alcatraz island"
"f","alder canyon"
"f","alder creek"
"f","alder crk"
"f","alder thicket"
"f","alexander"
"f","alexander avenue"
"f","alexander grove"
"f","alexander redwood grove"
"f","alfalfa ranch"
"f","alfalfa ranch canyon"
"f","alfina"
"f","alga dones dunes"
"f","algadones dunes"
"f","algandones dunes"
"f","algodones"
"f","algodones dune"
"f","algodones dunes"
"f","algodones dunes."
"f","algodones sand dunes"
"f","algones dunes."
"f","alhambra"
"f","alhambra avenue near c street"
"f","alhambra valley"
"f","alhambra valley road."
"f","alhambra way"
"f","alice mine"
"f","alice mines"
"f","alila"
"f","alisal creek"
"f","alisal ranch"
"f","alisal rd."
"f","alisco canyon"
"f","aliseo canyon"
"f","aliso beach"
"f","aliso canyon"
"f","aliso canyon entrance"
"f","aliso canyon helipad"
"f","aliso canyon road"
"f","aliso canyon wash"
"f","aliso canyon. angeles crest hwy."
"f","aliso creek"
"f","aliso cyn"
"f","aliso cyn."
"f","aliso viejo"
"f","aliso woods and canyons regional park"
"f","alisomar"
"f","alison canyon"
"f","alisos canyon"
"f","alive 17 december 1993. dead the next day"
"f","alivsto"
"f","alkali flat"
"f","alkali flats"
"f","alkali lake"
"f","all american canal"
"f","all hallows church"
"f","all nations camp"
"f","all under one rock in seepage adjacent to stream"
"f","alladena"
"f","allen hancock college"
"f","allen ranch"
"f","allen springs"
"f","alles ranch"
"f","alle's ranch"
"f","alley behind 888 marin st"
"f","alliance canyon"
"f","allied gardens"
"f","alligator ska"
"f","allured mine"
"f","alma college"
"f","almaden"
"f","almanor"
"f","almstead point"
"f","aloe nest on middle drive"
"f","alogodones dunes"
"f","alon sunset blvd."
"f","along 101 fwy north"
"f","along banks of w carson river"
"f","along battersby creek"
"f","along beaver creek road"
"f","along bitter water creek"
"f","along calif rte 94"
"f","along carmel river just down from los laureles lodge"
"f","along coast"
"f","along eal river"
"f","along glendora mountain road"
"f","along gualala river"
"f","along huerhuero river bottom"
"f","along hwy 199"
"f","along hwy 5"
"f","along hwy 99"
"f","along kanan road"
"f","along kern river"
"f","along mohave river"
"f","along mohave trapico rd"
"f","along mojave river"
"f","along old hwy 80"
"f","along pajaro river"
"f","along river bottom"
"f","along russian river bottom"
"f","along sacramento river"
"f","along salinas river bottom"
"f","along san gabriel river near whittier"
"f","along siskiyou fork of smith river"
"f","along state road"
"f","along state road 1"
"f","along state road 261"
"f","along state road 299"
"f","along state road 36"
"f","along state road 44"
"f","along state road 89"
"f","along sthy 247"
"f","along stream"
"f","along tule creek"
"f","along us 101"
"f","along us 99"
"f","along wonderview dr."
"f","along wonderview drive"
"f","along zuma creek"
"f","alony"
"f","alost dr."
"f","alosta dr."
"f","alosta st."
"f","alpaugh"
"f","alpha range pond"
"f","alpha road"
"f","alpin butte"
"f","alpine"
"f","alpine butte"
"f","alpine buttes"
"f","alpine city"
"f","alpine co"
"f","alpine cr.ranch"
"f","alpine creek ranch"
"f","alpine lake"
"f","alpine meadows"
"f","alpine road"
"f","alpine school"
"f","alpine springs vic"
"f","alpine valley"
"f","alpine."
"f","alriso"
"f","alta"
"f","alta dena"
"f","alta loma"
"f","alta loma dr."
"f","alta meadows"
"f","alta sierra"
"f","alta vista"
"f","altacena"
"f","altadena"
"f","altadura"
"f","al-tahoe"
"f","altamont"
"f","altamont pass"
"f","altamont pass rd"
"f","altamont pass road"
"f","altaville"
"f","altedena"
"f","altitude"
"f","alto"
"f","alto station"
"f","alton"
"f","alton and portola"
"f","alturas"
"f","alturus"
"f","alum rock"
"f","alum rock park"
"f","alum rock state park"
"f","aluras"
"f","alvarado"
"f","alvarado canyon"
"f","alvarado canyon nr. la mesa"
"f","alvarado salt ponds"
"f","alvarado salt works"
"f","alvarado state game farm"
"f","alviso"
"f","alviso canyon"
"f","alviso marsh"
"f","alviso marshes"
"f","alviso swamp"
"f","alviso tws"
"f","alvorado canyon"
"f","alvord"
"f","amador"
"f","amador city"
"f","amador county"
"f","amador pines"
"f","amador valley"
"f","amadore county"
"f","amantes camp"
"f","amargo"
"f","amargosa riv."
"f","amargosa river"
"f","amargosa river and willow springs vic. china ranch"
"f","amaryo"
"f","amber drive"
"f","amboy"
"f","amboy crater"
"f","american canyon"
"f","american canyon public camp"
"f","american canyon public campground"
"f","american girl mine"
"f","american river"
"f","american river near"
"f","ames valley"
"f","amiso"
"f","ampitheather"
"f","an ocean bluff near the mouth of the santa margarita river."
"f","anacapa east island"
