"bf","between 1000 Palms and Palm Springs"
"bf","Between 17 th and 18 th streets Cayucos"
"bf","between 19 th AND 25 th Avenue Entries to Golden Gate Park"
"bf","between 19 th Avenue Crossover AND 25 th Avenue"
"bf","Between 23 AND 27 West Garden Green"
"bf","between 395 AND Vista"
"bf","between 5 AND 6"
"bf","between 8 th and 9 th Ave South side of RR tracks"
"bf","between 80 th AND 81 st Avenue"
"bf","between 96 th AND 106 Streets"
"bf","between Abbott's Lagoon and Elk Reserve"
"bf","between Abbott's Lagoon AND Kehoe Beach"
"bf","BETWEEN ALVISO AND MILPITAS"
"bf","between Atlantic Avenue and Marina Village Dr"
"bf","between Ave A AND B"
"bf","between Ave V AND El Tejon Rd"
"bf","between Ave V AND El Tejon Road"
"bf","between Ballona Creek AND Culver Blvd."
"bf","between Balona Creek and Culver Blvd."
"bf","between Barrett jct. and Barrett Dam"
"bf","between Barstow and San Bernardino"
"bf","between Bear Valley and Bolinas"
"bf","between Belle AND White Tank Campground"
"bf","between Bigpine AND Deepsprings on Hwy 395."
"bf","Between Bolinas and Olema"
"bf","between Borrego Springs and Yaqui Pass"
"bf","between Brawley AND Callapatria"
"bf","between Brawley AND Calpatria in a swamp in the Alamo River"
"bf","Between Broadway offramp AND 3 rd Street"
"bf","between Cabrillo AND Balboa"
"bf","between California 78 and Oriflame Mountains"
"bf","Between Camarillo library AND Boys and Girls club in pkg lot"
"bf","Between Cardiff and Del Mar"
"bf","Between Carlsbad and Oceanside Coast"
"bf","BETWEEN CARMEL AND MONTEREY"
"bf","between Carmel Valley Village Robles del Rio and Tassahara Hot Springs"
"bf","Between Carrizo Plain and Caliente Range"
"bf","Between Carrizo Plain AND La Brea"
"bf","between Cas AND Tennis Courts"
"bf","Between Cathedral City and Palm Springs"
"bf","between Cerro Alto Mtn AND Cuesta Botanical Area"
"bf","BETWEEN CHAMBLISS AND GOFFS"
"bf","between Chatsworth Pk AND San Fernando"
"bf","between China Beach and Baker Beach"
"bf","Between Cloverdale and Boonville"
"bf","Between Colusa and Butes"
"bf","Between Convict Lake Rd. and Mammoth"
"bf","between Covina AND Pomona"
"bf","Between Crescent City AND Oregon Border (See Remarks)"
"bf","between Crissy Field and GGNRA Presidio"
"bf","Between Cuyama River and Hwy 33"
"bf","between Deadman's Gulch and Mescal Gulch"
"bf","between Del Amo and Carson"
"bf","between Del Amo and Carson 4535 Pasadena Ave"
"bf","between DelMonte Avenue and the Monterey Bay"
"bf","between Delta Road and Sunset Road."
"bf","between Descanso and Cuyama"
"bf","between Desert Hot Springs and Indio"
"bf","between Drake and Castle streets"
"bf","between Edison and Keene"
"bf","between El Cajon and Lakeside"
"bf","Between Escondido and Fallbrook."
"bf","Between Eureka AND Arcata"
"bf","between Fairmont and Neenach"
"bf","between Fallbrook AND Bonsall"
"bf","Between Fillmore and Santa Paula"
"bf","Between Fort Baker and Fort Barry"
"bf","between Fort Funston AND Thornton State Beach"
"bf","Between Franklin Point and Gazos Creek."
"bf","between Fraser AND Pinos"
"bf","Between Gazos Creek and Franklin Point."
"bf","between Glacier Pt AND Ranger Station"
"bf","between Gorda AND Nacimiento R"
"bf","between Grantline AND N Flynn Rds"
"bf","between Grapevine AND Fort Tejnon"
"bf","between Greenbrae and Schuetzen Peak"
"bf","BETWEEN HAWTHORN ST. AND MONTEREY RD."
"bf","Between Hollister Inn and Airport Drive"
"bf","between Hwy 101 and Silver Creek Road"
"bf","Between I 15 and Route 18"
"bf","between Imperial Hwy and Raymond Ave."
"bf","between Indian and Mono Creeks"
"bf","between Indio AND Cathedral"
"bf","Between Inyo Creek and McGee Creek"
"bf","between Johnson Oyster Farm AND Tomales Bay"
"bf","between Julian and Cuyamaca"
"bf","Between Kenyon Ave. and O'Shaughnessey Blvd."
"bf","between Kirkham AND Ortega Streets"
"bf","Between La Habra and Fullerton"
"bf","BETWEEN LAKE AND CAL 94 ON OTAY LAKE RD"
"bf","Between Lake Henshaw AND S 2 (W jct with S 22)."
"bf","Between Lake Henshaw AND S 2 (W junc with S 22)."
"bf","Between Lake Henshaw AND S 2 (W junct w/ S 22)."
"bf","Between Lake Henshaw AND S 2 (W junct with S 22)"
"bf","Between Lake Henshaw AND S 2 (W of Junc w/ S 22)."
"bf","between lighthouse and Inverness Park"
"bf","BETWEEN LOS ANGELES AND PALM DESERT"
"bf","Between Los Pinetos and Gibraltar Dam"
"bf","Between Lower and Upper Shake Pub. Camp."
"bf","between Maricopa and Taft"
"bf","between Martin Meadow and Kit Carson"
"bf","between McGill Camp and summit"
"bf","between McGonigle Canyon and La Jolla Valley"
"bf","between McMullin and Helm"
"bf","Between Merced and Yosemite Valley"
"bf","Between Mojave and Willow Springs"
"bf","Between Montgomery Portrero and Pine Corral"
"bf","between Mt. Spring AND Jacumba"
"bf","Between Nevada City and Grass Valley"
"bf","between Newport Jetty AND Balboa Pier"
"bf","Between Niland and Blythe"
"bf","Between Noriega and Ortega Streets"
"bf","between ocean and 8 th on the West side"
"bf","Between ocean AND bay."
"bf","between P.R.B.O. House AND Sewer Gulch"
"bf","between Palm Desert AND Idyllwild"
"bf","between Palmdale and Adelante"
"bf","between Palo Verde and Ripley"
"bf","between Palos Verdes Dr and Silver Spur Dr in Palos Verdes Estates"
"bf","BETWEEN PANOCHE AND PAICINES"
"bf","Between Petaluma and Napa"
"bf","between Pismo AND Avila"
"bf","between Pit River AND Hat Creek"
"bf","between Point Mugu AND Hueneme"
"bf","between Pt Purisima AND Lompoc Landing"
"bf","between Pt Vicente and Long Point"
"bf","BETWEEN R.R. AND MONTEREY RD"
"bf","between Ramona and Ballena"
"bf","between Ramona and Ballena Valley"
"bf","between Ramona and San Pasqual"
"bf","between Reald and Balboa Blvd."
"bf","Between Redwood Creek and Hoopa"
"bf","between Riverside Ave. and Wildrose Ave."
"bf","between S. Orange Blvd. And Sefton Ave."
"bf","Between Santa Cruz and Davenport."
"bf","between Santa Cruz and Los Gatos"
"bf","Between Santa Cruz Island and coast"
"bf","Between Santa Cruz Island and the coast"
"bf","between Santa Paula and Ojai"
"bf","between Santa Rosa and Cotati"
"bf","Between Sky Forest and Running Springs"
"bf","between Skyforest and Running Springs"
"bf","between Snelling and Hickman"
"bf","between Spring and top of S grade"
"bf","between Summerland and Montecito"
"bf","between Sunkist and Rio Vista"
"bf","between Symmas AND Shepherd Creeks"
"bf","between Symmes AND Shepherd Creeks"
"bf","between Temecula and Winchester"
"bf","Between the ocean and slough"
"bf","between Thornton State Beach AND Mussel Rock"
"bf","between Turner's Camp AND Paradise Lake"
"bf","between University Avenue and Embarcadero Road."
"bf","between Upper AND Lower Covington Cyn"
"bf","between Upper and Lower Otay reservoirs"
"bf","between US 395 AND Vista"
"bf","between Uvas and Calero Reservoirs (County Parks)"
"bf","Between Vallecito and Carrizo"
"bf","between Vallecito Stagecoach Sta. and Agua Caliente Park"
"bf","Between Valley Center and Escondido"
"bf","Between Valley Center and Escondido on S 6"
"bf","between Vallicitos and Carrizo"
"bf","between Vermont AND Figueroa"
"bf","Between Vernal and Nevada Falls"
"bf","between Victorville AND Lucerne"
"bf","Between Wasco and Lost Hills"
"bf","between Williams and Willow on Hwy 99"
"bf","Between Willow Springs and Mojave"
"bf","between Winterhaven and Yuma"
"bf","between Woodsford and Fredericksburg"
"bf","from 13 th Street bridge downstream to old 35 th Street crossing 3.5-4.5 km up from ocean"
"bf","from I-15 freeway bridge downstream to beach"
"bf","from Winter Creek to Camp Stortevant"
"e",".15 mi from"
"e",".25 mi"
"e",".25 mi from"
"e",".25 mi off"
"e",".3 mi above"
"e",".4 mi above"
"e",".5 mi above"
"e",".5 mi from"
"e",".5 mi off"
"e",".5 mi out"
"e",".75 mi above"
"e","+800 FEET"
"e","0.2 miles"
"e","0.5 mi"
"e","0.5 mi below"
"e","0.5 mi off"
"e","0.7 mi up"
"e","000 ft"
"e","000 ft contour)"
"e","1 mi"
"e","1 mi from"
"e","1 mi Of"
"e","1 mi off"
"e","1 mi out"
"e","1 mile"
"e","1 mile below"
"e","1.3 mi E"
"e","1.5 mi inland"
"e","1.5 mi mark"
"e","1.5 mi off"
"e","1.5 MILES PEARIAND"
"e","1.6 mi up"
"e","1.7 mi"
"e","1/2 mile from"
"e","1/2 miS"
"e","10 mi"
"e","10 mi above"
"e","10 mi Arcata"
"e","10 mi from"
"e","10 mi Nof"
"e","10 mi Out"
"e","10 mi up"
"e","10.4 mi"
"e","10.5 mi"
"e","100 fathoms"
"e","100 feet"
"e","100 ft"
"e","1000 ft"
"e","10000 ft"
"e","1025 m"
"e","10600 ft"
"e","11.5 mi S)"
"e","1100 FT"
"e","11000 ft"
"e","12 m from"
"e","12 MI FROM"
"e","12 mi off"
"e","12.7 mi"
"e","1200 FT"
"e","1200 ft el"
"e","1250 m"
"e","1300 ft"
"e","1350 FT"
"e","1360 ft elevation"
"e","14 mi"
"e","1400 FT"
"e","1400 m"
"e","15 miles offshore"
"e","150 m"
"e","1500 ft"
"e","1500 m"
"e","155 ft"
"e","1550 m"
"e","16 mi"
"e","1600 FT"
"e","1600 m"
"e","1650 ft el"
"e","17 mi Drive"
"e","17 mile Drive"
"e","1700 ft el"
"e","1700 m"
"e","1750 m"
"e","1800 FT"
"e","1800 m"
"e","1860 ft"
"e","2 M"
"e","2 mi"
"e","2 mi back"
"e","2 mi below"
"e","2 mi from"
"e","2 mi of"
"e","2 mi off"
"e","2 mi on"
"e","2 mi up"
"e","2 mi upstream"
"e","2 miles above"
"e","2.5 mi"
"e","2.8 mi off"
"e","2.9 MI"
"e","20 FT"
"e","20 mi From"
"e","20 Miles"
"e","20.8 mi 3"
"e","-200 ft"
"e","2000 ft"
"e","-205 ft"
"e","21 mi House"
"e","2100 FT"
"e","2100 m"
"e","2140 ft"
"e","2140 m"
"e","2150 m"
"e","2151 m"
"e","2190 m"
"e","2200 FT"
"e","2200 m"
"e","-23 M"
"e","230 M"
"e","25 mi above"
"e","250 m"
"e","2500 FT"
"e","2600 m"
"e","2650 ft"
"e","2700 ft"
"e","2700 ft el"
"e","280 m"
"e","2800 M"
"e","2900 ft"
"e","3 mi"
"e","3 mi above"
"e","3 mi below"
"e","3 mi Beyond"
"e","3 mi down"
"e","3 mi from"
"e","3 mi inland"
"e","3 mi of"
"e","3 mi off"
"e","3 mi up"
"e","3 mi upstream"
"e","3 Mile Beach"
"e","3 Miles"
"e","3 miles above"
"e","3 Miles Below"
"e","3 Miles From"
"e","3 miles Mojave"
"e","3 Miles Off"
"e","3 miles up"
"e","3.1 MI"
"e","3.2 -4.2 mi"
"e","3.2 mi"
"e","3.4 mi Escondido"
"e","3.5 mi above"
"e","3.5 mi down"
"e","3.6 mi up"
"e","3/8 mi"
"e","30 ft"
"e","30 Miles From"
"e","300 FT"
"e","300 yds"
"e","3000 ft"
"e","3000 ft el"
"e","3100 FT"
"e","317 ft"
"e","320 ft"
"e","3200 ft el"
"e","3250 FT"
"e","33 Miles"
"e","3440 FT"
"e","350 ft"
"e","350 ft above"
"e","3500 ft"
"e","3500 ft alt"
"e","3600 ft el"
"e","3800 FT"
"e","3880 ft el"
"e","3955 ft"
"e","4 mi above"
"e","4 mi below"
"e","4 mi from"
"e","4 mi off"
"e","4 mi up"
"e","4.0 mi"
"e","4.2 mi off"
"e","4.3 mi inland"
"e","4.3 miles inland"
"e","4.5 miles from"
"e","40 ft"
"e","400 ft"
"e","4000 FT"
"e","4000 ft el"
"e","4100 FT"
"e","4200 FT"
"e","4300 FT"
"e","4400 FT"
"e","4520 FT"
"e","4670 ft"
"e","4700 ft"
"e","4800 feet"
"e","4800 FT"
"e","4900 FT"
"e","5 mi"
"e","5 mi above"
"e","5 mi below"
"e","5 mi from"
"e","5 mi Nof"
"e","5 mi of"
"e","5 mi off"
"e","5 mi offshore"
"e","5.2 mi"
"e","500 feet"
"e","500 FT"
"e","500 ft above"
"e","500 ft elevation"
"e","5000 FT"
"e","5100 ft"
"e","5200 FT"
"e","5300 ft"
"e","5400 ft"
"e","5500 FT"
"e","5600 ft"
"e","5700 FT"
"e","580 meters elevation"
"e","5800 ft"
"e","5830 ft"
"e","6 mi"
"e","6 mi above"
"e","6 mi below"
"e","6 mi from"
"e","6 mi Nww"
"e","6 miles from"
"e","6.2 mi up"
"e","6.4 mi above"
"e","6.5 mi above"
"e","600 ft"
"e","600 ft el"
"e","600 m"
"e","6000 FT"
"e","6300 ft"
"e","6375 FT"
"e","638 feet"
"e","6400 FT"
"e","6490 FT"
"e","650 m"
"e","6500 ft"
"e","6600 ft"
"e","6650 FT"
"e","6800 ft"
"e","7 mi below"
"e","7 mi from"
"e","7.2 mi off"
"e","7.8 mi"
"e","70 m"
"e","700 ft"
"e","700 m"
"e","7000 ft"
"e","7070 FT"
"e","7200 ft"
"e","7382 ft"
"e","7400 ft"
"e","7500 FT"
"e","7800 FT"
"e","7901 ft elevation"
"e","8 mi"
"e","8 mi above"
"e","8 mi AW"
"e","8 mi from"
"e","8 mi Gilroy"
"e","8 mile marker"
"e","8 Miles"
"e","8.5 mi from"
"e","80 m"
"e","800 ft"
"e","8000 ft"
"e","8000 ft elev"
"e","8200 ft"
"e","8400 FT"
"e","850 m"
"e","8500 FT"
"e","8600 FT"
"e","8900 FT"
"e","9000 ft"
"e","9800 ft"
"e","99 ft"
"e","9940 FT"
"e","about 3000 ft"
"e","alt 20 ft"
"e","Altitude 7500 ft"
"e","approx 200 yds"
"e","approx 6700 ft"
"e","ca 1175 ft"
"e","ca 1700 ft"
"e","ca 2400 ft"
"e","CA 25 FT"
"e","CA 250 FT"
"e","ca 2600 ft"
"e","CA 2896 M"
"e","ca 3700 ft"
"e","ca 5700 ft"
"e","ca 600 ft"
"e","CA 6400 FT"
"e","ca 6500 ft"
"e","California 4200 ft"
"e","east 1 mi"
"e","el 1200 M"
"e","El 4520 FT"
"e","elev -100 ft"
"e","elev 11500 ft"
"e","elev 12700 ft"
"e","elev -130 ft"
"e","elev 13000 ft"
"e","elev 13100 ft"
"e","elev 1500 ft"
"e","elev 1560 m"
"e","elev 1650 ft"
"e","elev 1750 meters"
"e","Elev 2000 m"
"e","elev 2250 ft"
"e","elev 250 ft"
"e","elev 2700 ft"
"e","elev 2850 ft"
"e","elev 300 ft"
"e","Elev 3000 ft"
"e","elev 3400 ft"
"e","Elev 355 m"
"e","Elev 3700 ft"
"e","elev 3750 ft"
"e","elev 400 ft"
"e","elev 4300 ft"
"e","Elev 4500 ft"
"e","elev 4800 ft"
"e","elev 4900 ft"
"e","elev 5350 ft"
"e","elev 5500 ft"
"e","elev 5700 ft"
"e","elev 5800 ft"
"e","elev 600 ft"
"e","elev 6000 ft"
"e","elev 6500 ft"
"e","elev 7300 ft"
"e","Elev 75 feet"
"e","elev 7600 ft"
"e","elev 8000 ft"
"e","elev 900 m"
"e","elev 9350 ft"
"e","Elev 99 feet"
"e","elevation 200 feet"
"e","Elevation 200 meters"
"e","elevation 300 meters"
"e","elevation 4000 feet"
"e","elevation 500 feet"
"e","elevation 5500 ft"
"e","elevation 5800 feet"
"e","elevation 7000 ft"
"e","elevation 8000 feet"
"e","Elevation 8700 ft"
"e","Elevation 99 feet"
"e","foot"
"e","mi 11"
"e","Mi 11.5"
"e","mi 20.5"
"e","mi 30.5"
"e","Mi 8.5"
"e","mi S"
"e","NE 6 km"
"e","NW 4 mi"
"e","sw 11 mi"
"f","A few hundred yards from San Dieguito Lagoon."
"f","A FEW MI N BOULDER CREEK"
"f","A Market"
"f","A MOUNTAIN NEAR OJAI VALLEY"
"f","A Street"
"f","A. street Filmore"
"f","A.M."
"f","A.O.R."
"f","A?O NUEVO POINT"
"f","A?o Nuevo Point."
"f","A?o Nuevo State Reserve."
"f","A-11"
"f","A-6"
"f","A-8"
"f","Abalone Cove"
"f","Abalone Point Beach"
"f","Abalone Point."
"f","Abbott's Lagoon"
"f","Aberdeen on Hwy 395"
"f","Aberhill"
"f","ABLADENA"
"f","Abondoned Ranch Site"
"f","About"
"f","About 100-150 yards north Tunitas Creek"
"f","Above"
"f","Academy"
"f","Acalanes"
"f","Ace Motel"
"f","ACME"
"f","Across from Camp Las Pulgas N 3321 05.8"
"f","Across from Historic Square"
"f","Across from Mono Adobe"
"f","Across from Palm Springs"
"f","Across from Wattis entrance"
"f","Across valley from Palm Springs"
"f","ACTON"
"f","ACTURAS"
"f","A-D cans"
"f","Adams"
"f","Adams AND Redondo Blvd."
"f","Adams Canyon"
"f","Adam's Canyon"
"f","Adams Creek"
"f","Adams Pasture"
"f","A-Dcans"
"f","Adelaida"
"f","ADELAIDE AVE"
"f","ADELAIDE DR"
"f","Adelante"
"f","Adelanto"
"f","Adelanto and Kramer Junction"
"f","Adelonto"
"f","Adin"
"f","Adjacent to Mildred Lake"
"f","Adjacent to the intersection of Avenue P and the Interstate Highway"
"f","Adm. Wm. Standley St. Park"
"f","Administration"
"f","Administration Bldg"
"f","Adobe Canyon"
"f","Adobe Creek"
"f","Adobe Falls"
"f","Adobe Falls near La Mesa"
"f","Adobe Kites"
"f","ADOBE VALLEY"
"f","ADOBE VALLEY RIVER SPRINGS"
"f","Aerial Tram"
"f","Aerial Tramway Rd"
"f","Aerie Cave"
"f","AFTON"
"f","Afton Canyon"
"f","Afton Canyon Camprground"
"f","Afton Rd"
"f","Agate Beach"
"f","Ager"
"f","Agnanga"
"f","Agnew"
"f","Agnew Meadows"
"f","Agnews"
"f","Agodones Dunes"
"f","Agoura"
"f","Agoura AND Chesbro Canyon"
"f","AGOURA HILLS"
"f","AGOURA HILLS HIGH SCHOOL"
"f","Agua Bulee Can."
"f","Agua Caliente"
"f","Agua Caliente Co. Park"
"f","Agua Caliente County Park"
"f","Agua Caliente Hot Spring"
"f","Agua Caliente Hot Springs"
"f","Agua Caliente Hot Springs County Park"
"f","Agua Caliente Hot Springs road"
"f","Agua Caliente Road"
"f","Agua Caliente Spring"
"f","Agua Caliente Springs"
"f","AGUA DULCE"
"f","Agua Dulce Cnyn. cutoff"
"f","Agua Dulce Cyn"
"f","Agua Hedionda"
"f","Agua Hedionda Lagoon"
"f","Agua Hedionda Valley"
"f","Agua Tibia Mt."
"f","Aguanga"
"f","Aguanga Ridge"
"f","Agusa"
"f","Ahaheim"
"f","Ahittier"
"f","Ahmanson Ranch"
"f","Air Base"
"f","Air Force Base"
"f","Airfield NBVC"
"f","Airplane Flat on Mansen Ranch"
"f","Airplane Hill"
"f","Airport"
"f","Airport Hotel"
"f","Airport road"
"f","Airport Way"
"f","Airway Village"
"f","AKERSON MEADOWS"
"f","Al Jake Marsh"
"f","Al Tahoe"
"f","Aladdin Dr and Lincoln Ave."
"f","Alahambra"
"f","Alameda"
"f","Alameda Canon"
"f","Alameda Canyon"
"f","Alameda Co"
"f","Alameda Co."
"f","Alameda County"
"f","Alameda County Fairgrounds"
"f","Alameda County Marsh"
"f","Alameda Creek"
"f","Alameda Diablo Street."
"f","Alameda Junction"
"f","Alameda marsh"
"f","Alameda Marshes"
"f","Alameda Naval Air Station"
"f","Alameda Naval Air Station- Least Tern Colony"
"f","Alameda Naval Air Station."
"f","Alameda Padre Serra"
"f","Alamedamole"
"f","Alamitas"
"f","Alamitos"
"f","ALAMITOS BAY"
"f","ALAMITOS BEACH"
"f","Alamitos Creek"
"f","Alamitos Heights"
"f","Alamo"
"f","Alamo Cr"
"f","Alamo Creek"
"f","Alamo Mountain"
"f","Alamo Mt"
"f","Alamo Mts"
"f","Alamo R"
"f","Alamo River"
"f","Alamo Street."
"f","Alamorio"
"f","ALASCADERO ROAD TO HIGHWAY 1"
"f","Alasta Dr."
"f","Alasta St."
"f","Alavada Marsh"
"f","Albany"
"f","Albany Flats"
"f","Albany Regional Shoreline"
"f","Albany Shore"
"f","Alberhill"
"f","Albim"
"f","Albion"
"f","Albion Ridge"
"f","Albion River and Marsh Creek"
"f","Albury and Harco St."
"f","Alcalde"
"f","Alcatras"
"f","ALCATRAZ IS"
"f","Alcatraz Island"
"f","Alder Canyon"
"f","Alder Creek"
"f","Alder Crk"
"f","Alder thicket"
"f","Alexander"
"f","Alexander Avenue"
"f","Alexander Grove"
"f","Alexander Redwood Grove"
"f","Alfalfa Ranch"
"f","Alfalfa Ranch Canyon"
"f","Alfina"
"f","Alga Dones Dunes"
"f","Algadones Dunes"
"f","Algandones Dunes"
"f","Algodones"
"f","Algodones Dune"
"f","Algodones Dunes"
"f","Algodones Dunes."
"f","Algodones sand dunes"
"f","Algones Dunes."
"f","ALHAMBRA"
"f","Alhambra Avenue near C Street"
"f","Alhambra Valley"
"f","Alhambra Valley Road."
"f","Alhambra Way"
"f","Alice Mine"
"f","Alice Mines"
"f","Alila"
"f","Alisal Creek"
"f","Alisal Ranch"
"f","Alisal Rd."
"f","Alisco Canyon"
"f","Aliseo Canyon"
"f","Aliso Beach"
"f","Aliso Canyon"
"f","Aliso Canyon entrance"
"f","Aliso Canyon Helipad"
"f","Aliso Canyon Road"
"f","Aliso Canyon Wash"
"f","Aliso Canyon. Angeles Crest Hwy."
"f","Aliso Creek"
"f","Aliso Cyn"
"f","ALISO CYN."
"f","ALISO VIEJO"
"f","Aliso Woods AND Canyons Regional Park"
"f","Alisomar"
"f","Alison Canyon"
"f","Alisos Canyon"
"f","Alive 17 December 1993. Dead The Next Day"
"f","Alivsto"
"f","Alkali Flat"
"f","Alkali Flats"
"f","Alkali Lake"
"f","All American Canal"
"f","All Hallows Church"
"f","All Nations Camp"
"f","All under one rock in seepage adjacent to stream"
"f","Alladena"
"f","Allen Hancock College"
"f","Allen Ranch"
"f","Allen Springs"
"f","ALLES RANCH"
"f","ALLE'S RANCH"
"f","Alley Behind 888 Marin St"
"f","Alliance Canyon"
"f","Allied Gardens"
"f","Alligator Ska"
"f","Allured Mine"
"f","Alma College"
"f","Almaden"
"f","Almanor"
"f","Almstead Point"
"f","Aloe Nest on Middle Drive"
"f","Alogodones Dunes"
"f","Alon Sunset Blvd."
"f","Along 101 Fwy North"
"f","Along banks of W Carson River"
"f","Along Battersby Creek"
"f","Along Beaver Creek Road"
"f","Along Bitter Water Creek"
"f","ALONG CALIF RTE 94"
